0,1,2,3,4,5,6,7,8,9
been,AUX,auxpass,36,201,205,35,168,,
removed,VERB,relcl,30,206,213,36,168,,
from,ADP,prep,36,214,218,37,168,,
their,DET,poss,40,219,224,38,168,,
original,ADJ,amod,40,225,233,39,168,,
sites,NOUN,pobj,37,234,239,40,168,,
.,PUNCT,punct,29,240,241,41,168,,
'',PUNCT,punct,29,242,244,42,168,,
Kathy,PROPN,compound,2,0,5,0,169,,
Gail,PROPN,compound,2,6,10,1,169,,
Kirkpatrick,PROPN,nsubj,23,11,22,2,169,,
",",PUNCT,punct,2,23,24,3,169,,
a,DET,det,5,25,26,4,169,,
daughter,NOUN,appos,2,27,35,5,169,,
of,ADP,prep,5,36,38,6,169,,
Oran,PROPN,compound,10,39,43,7,169,,
G.,PROPN,compound,10,44,46,8,169,,
Kirkpatrick,PROPN,compound,10,47,58,9,169,,
Jr.,PROPN,pobj,6,59,62,10,169,,
of,ADP,prep,10,63,65,11,169,,
Rye,PROPN,pobj,11,66,69,12,169,,
",",PUNCT,punct,12,70,71,13,169,,
N.Y.,PROPN,appos,12,72,76,14,169,,
",",PUNCT,punct,12,77,78,15,169,,
and,CCONJ,cc,10,79,82,16,169,,
the,DET,det,21,83,86,17,169,,
late,ADJ,amod,21,87,91,18,169,,
Patricia,PROPN,compound,21,92,100,19,169,,
G.,PROPN,compound,21,101,103,20,169,,
Kirkpatrick,PROPN,conj,10,104,115,21,169,,
",",PUNCT,punct,2,116,117,22,169,,
was,AUX,ROOT,23,118,121,23,169,,
married,VERB,acomp,23,122,129,24,169,,
yesterday,NOUN,npadvmod,24,130,139,25,169,,
to,ADP,prep,24,140,142,26,169,,
Dr.,PROPN,compound,31,143,146,27,169,,
Daniel,PROPN,compound,30,147,153,28,169,,
James,PROPN,compound,30,154,159,29,169,,
Lysaght,PROPN,compound,31,160,167,30,169,,
MacGowan,PROPN,pobj,26,168,176,31,169,,
",",PUNCT,punct,31,177,178,32,169,,
the,DET,det,34,179,182,33,169,,
son,NOUN,appos,31,183,186,34,169,,
of,ADP,prep,34,187,189,35,169,,
Helen,PROPN,pobj,35,190,195,36,169,169-1,PER
and,CCONJ,cc,36,196,199,37,169,,
Brian,PROPN,compound,40,200,205,38,169,,
F.,PROPN,compound,40,206,208,39,169,,
MacGowan,PROPN,conj,36,209,217,40,169,,
of,ADP,prep,36,218,220,41,169,,
Stillorgan,PROPN,pobj,41,221,231,42,169,,
",",PUNCT,punct,42,232,233,43,169,,
Ireland,PROPN,appos,42,234,241,44,169,169-2,LOC
.,PUNCT,punct,23,242,243,45,169,,
HFS,PROPN,compound,2,0,3,0,170,,
INC,PROPN,dep,2,4,7,1,170,,
.,PROPN,ROOT,2,7,8,2,170,,
",",PUNCT,punct,2,9,10,3,170,,
Parsippany,PROPN,npadvmod,2,11,21,4,170,,
",",PUNCT,punct,4,22,23,5,170,,
N.J.,PROPN,appos,4,24,28,6,170,170-1,LOC
",",PUNCT,punct,2,29,30,7,170,,
named,VERB,acl,2,31,36,8,170,,
Ramesh,PROPN,compound,10,37,43,9,170,170-2,PER
Gokal,PROPN,oprd,8,44,49,10,170,170-2,PER
",",PUNCT,punct,10,50,51,11,170,,
currently,ADV,advmod,13,52,61,12,170,,
president,NOUN,appos,10,62,71,13,170,,
of,ADP,prep,13,72,74,14,170,,
Hospitality,PROPN,compound,17,75,86,15,170,,
Concepts,PROPN,compound,17,87,95,16,170,,
Inc.,PROPN,pobj,14,96,100,17,170,,
",",PUNCT,punct,17,101,102,18,170,,
Charlotte,PROPN,npadvmod,17,103,112,19,170,,
",",PUNCT,punct,19,113,114,20,170,,
N.C.,PROPN,appos,19,115,119,21,170,,
",",PUNCT,punct,17,120,121,22,170,,
to,ADP,prep,13,122,124,23,170,,
the,DET,det,25,125,128,24,170,,
positions,NOUN,pobj,23,129,138,25,170,,
of,ADP,prep,25,139,141,26,170,,
president,NOUN,pobj,26,142,151,27,170,,
and,CCONJ,cc,27,152,155,28,170,,
chief,ADJ,amod,31,156,161,29,170,,
operating,VERB,compound,31,162,171,30,170,,
officer,NOUN,conj,27,172,179,31,170,,
of,ADP,prep,27,180,182,32,170,,
the,DET,det,35,183,186,33,170,,
hotel,NOUN,compound,35,187,192,34,170,,
franchiser,NOUN,poss,42,193,203,35,170,,
's,PART,case,35,204,206,36,170,,
newly,ADV,advmod,38,207,212,37,170,,
acquired,VERB,amod,42,213,221,38,170,,
Knights,PROPN,compound,42,222,229,39,170,,
Inn,PROPN,compound,42,230,233,40,170,,
hotel,NOUN,compound,42,234,239,41,170,,
chain,NOUN,pobj,32,240,245,42,170,,
.,PUNCT,punct,2,246,247,43,170,,
Following,VERB,ROOT,0,0,9,0,171,,
are,AUX,aux,0,10,13,1,171,,
closing,VERB,compound,3,14,21,2,171,,
arguments,NOUN,nsubjpass,0,22,31,3,171,,
",",PUNCT,punct,3,32,33,4,171,,
excerpted,VERB,acl,3,34,43,5,171,,
by,ADP,agent,5,44,46,6,171,,
topic,NOUN,pobj,6,47,52,7,171,,
",",PUNCT,punct,3,53,54,8,171,,
by,ADP,prep,3,55,57,9,171,,
two,NUM,nummod,13,58,61,10,171,,
Deputy,PROPN,compound,13,62,68,11,171,,
District,PROPN,compound,13,69,77,12,171,,
Attorneys,PROPN,pobj,9,78,87,13,171,,
",",PUNCT,punct,13,88,89,14,171,,
Marcia,PROPN,compound,16,90,96,15,171,,
Clark,PROPN,conj,13,97,102,16,171,,
and,CCONJ,cc,16,103,106,17,171,,
Christopher,PROPN,compound,20,107,118,18,171,,
A.,NOUN,compound,20,119,121,19,171,,
Darden,PROPN,conj,16,122,128,20,171,,
",",PUNCT,punct,3,129,130,21,171,,
given,VERB,prep,54,131,136,22,171,,
yesterday,NOUN,pobj,22,137,146,23,171,,
in,ADP,prep,22,147,149,24,171,,
Los,PROPN,compound,26,150,153,25,171,,
Angeles,PROPN,pobj,24,154,161,26,171,,
in,ADP,prep,22,162,164,27,171,,
the,DET,det,29,165,168,28,171,,
trial,NOUN,pobj,27,169,174,29,171,,
of,ADP,prep,29,175,177,30,171,,
O.,PROPN,compound,33,178,180,31,171,171-1,PER
J.,PROPN,compound,33,181,183,32,171,171-1,PER
Simpson,PROPN,pobj,30,184,191,33,171,171-1,PER
in,ADP,prep,29,192,194,34,171,,
the,DET,det,36,195,198,35,171,,
slayings,NOUN,pobj,34,199,207,36,171,,
of,ADP,prep,36,208,210,37,171,,
Nicole,PROPN,compound,40,211,217,38,171,,
Brown,PROPN,compound,40,218,223,39,171,,
Simpson,PROPN,pobj,37,224,231,40,171,,
and,CCONJ,cc,40,232,235,41,171,,
Ronald,PROPN,compound,44,236,242,42,171,171-2,PER
L.,PROPN,compound,44,243,245,43,171,171-2,PER
Goldman,PROPN,conj,40,246,253,44,171,171-2,PER
",",PUNCT,punct,54,254,255,45,171,,
as,SCONJ,mark,47,256,258,46,171,,
transcribed,VERB,advcl,54,259,270,47,171,,
by,ADP,agent,47,271,273,48,171,,
The,DET,det,52,274,277,49,171,,
New,PROPN,compound,51,278,281,50,171,,
York,PROPN,compound,52,282,286,51,171,,
Times,PROPN,pobj,48,287,292,52,171,,
:,PUNCT,punct,54,293,294,53,171,,
MARCIA,PROPN,ROOT,54,295,301,54,171,,
CLARK,PROPN,dobj,54,302,307,55,171,,
The,DET,det,59,308,311,56,171,,
Mark,PROPN,compound,58,312,316,57,171,,
Fuhrman,PROPN,compound,59,317,324,58,171,,
Issue,PROPN,ROOT,59,325,330,59,171,,
',PUNCT,punct,4,0,1,0,172,,
They,PRON,nsubj,4,2,6,1,172,,
did,AUX,aux,4,7,10,2,172,,
n't,PART,neg,4,11,14,3,172,,
do,AUX,ccomp,27,15,17,4,172,,
anything,PRON,dobj,4,18,26,5,172,,
to,PART,aux,7,27,29,6,172,,
keep,VERB,relcl,5,30,34,7,172,,
it,PRON,dobj,7,35,37,8,172,,
up,ADP,prt,7,38,40,9,172,,
and,CCONJ,cc,7,41,44,10,172,,
pretty,ADV,advmod,12,45,51,11,172,,
much,ADV,advmod,13,52,56,12,172,,
ignored,VERB,conj,4,57,64,13,172,,
that,DET,det,15,65,69,14,172,,
system,NOUN,dobj,13,70,76,15,172,,
",",PUNCT,punct,15,77,78,16,172,,
which,DET,nsubj,19,79,84,17,172,,
probably,ADV,advmod,19,85,93,18,172,,
hurt,VERB,relcl,15,94,98,19,172,,
them,PRON,dobj,19,99,103,20,172,,
in,ADP,prep,19,104,106,21,172,,
the,DET,det,24,107,110,22,172,,
long,ADJ,amod,24,111,115,23,172,,
run,NOUN,pobj,21,116,119,24,172,,
",",PUNCT,punct,27,120,121,25,172,,
'',PUNCT,punct,27,122,124,26,172,,
said,VERB,ROOT,27,125,129,27,172,,
an,DET,det,29,130,132,28,172,,
official,NOUN,nsubj,27,133,141,29,172,,
at,ADP,prep,29,142,144,30,172,,
Mapsco,PROPN,pobj,30,145,151,31,172,172-1,ORG
",",PUNCT,punct,29,152,153,32,172,,
based,VERB,acl,29,154,159,33,172,,
in,ADP,prep,33,160,162,34,172,,
Dallas,PROPN,pobj,34,163,169,35,172,172-2,LOC
.,PUNCT,punct,27,170,171,36,172,,
So,ADV,advmod,3,0,2,0,173,,
do,AUX,aux,3,3,5,1,173,,
n't,PART,neg,3,6,9,2,173,,
be,AUX,ROOT,3,10,12,3,173,,
surprised,ADJ,acomp,3,13,22,4,173,,
if,SCONJ,mark,9,23,25,5,173,,
the,DET,det,7,26,29,6,173,,
veterans,NOUN,nsubjpass,9,30,38,7,173,,
are,AUX,auxpass,9,39,42,8,173,,
upstaged,ADJ,advcl,3,43,51,9,173,,
by,ADP,agent,9,52,54,10,173,,
the,DET,det,12,55,58,11,173,,
Gossip,PROPN,nmod,19,59,65,12,173,173-1,MISC
",",PUNCT,punct,12,66,67,13,173,,
a,DET,det,15,68,69,14,173,,
barebones,ADJ,appos,12,70,79,15,173,,
blues,NOUN,nmod,19,80,85,16,173,,
-,PUNCT,punct,16,85,86,17,173,,
punk,NOUN,compound,19,86,90,18,173,,
band,NOUN,pobj,10,91,95,19,173,,
led,VERB,acl,19,96,99,20,173,,
by,ADP,agent,20,100,102,21,173,,
Beth,PROPN,compound,23,103,107,22,173,173-2,PER
Ditto,PROPN,pobj,21,108,113,23,173,173-2,PER
",",PUNCT,punct,19,114,115,24,173,,
possessed,VERB,acl,19,116,125,25,173,,
of,ADP,prep,25,126,128,26,173,,
an,DET,det,30,129,131,27,173,,
appealing,ADJ,amod,30,132,141,28,173,,
shivery,NOUN,amod,30,142,149,29,173,,
wail,NOUN,pobj,26,150,154,30,173,,
.,PUNCT,punct,3,155,156,31,173,,
Adored,VERB,amod,1,0,6,0,174,,
daughter,NOUN,ROOT,1,7,15,1,174,,
of,ADP,prep,1,16,18,2,174,,
Vera,PROPN,compound,4,19,23,3,174,,
G.,PROPN,pobj,2,24,26,4,174,,
and,CCONJ,cc,4,27,30,5,174,,
the,DET,det,9,31,34,6,174,,
late,ADJ,amod,9,35,39,7,174,,
Albert,PROPN,compound,9,40,46,8,174,174-1,PER
List,PROPN,conj,4,47,51,9,174,174-1,PER
of,ADP,prep,9,52,54,10,174,,
Greenwich,PROPN,pobj,10,55,64,11,174,174-2,LOC
",",PUNCT,punct,11,65,66,12,174,174-2,LOC
CT,PROPN,appos,11,67,69,13,174,174-2,LOC
.,PUNCT,punct,1,70,71,14,174,,
Oddworld,NOUN,nsubj,2,0,8,0,175,,
had,AUX,aux,2,9,12,1,175,,
scrapped,VERB,ROOT,2,13,21,2,175,,
plans,NOUN,dobj,2,22,27,3,175,,
to,PART,aux,5,28,30,4,175,,
make,VERB,acl,3,31,35,5,175,,
its,DET,poss,8,36,39,6,175,,
next,ADJ,amod,8,40,44,7,175,,
game,NOUN,dobj,5,45,49,8,175,,
for,ADP,prep,8,50,53,9,175,,
Sony,PROPN,poss,12,54,58,10,175,,
's,PART,case,10,59,61,11,175,,
PlayStation2,PROPN,pobj,9,62,74,12,175,,
in,ADP,prep,5,75,77,13,175,,
favor,NOUN,pobj,13,78,83,14,175,,
of,ADP,prep,14,84,86,15,175,,
the,DET,det,17,87,90,16,175,,
Xbox,PROPN,pobj,15,91,95,17,175,175-1,MISC
",",PUNCT,punct,5,96,97,18,175,,
tying,VERB,advcl,2,98,103,19,175,,
its,DET,poss,21,104,107,20,175,,
future,NOUN,dobj,19,108,114,21,175,,
to,ADP,prep,19,115,117,22,175,,
Microsoft,PROPN,poss,25,118,127,23,175,175-2,ORG
's,PART,case,23,128,130,24,175,,
success,NOUN,pobj,22,131,138,25,175,,
in,ADP,prep,25,139,141,26,175,,
video,NOUN,compound,28,142,147,27,175,,
games,NOUN,pobj,26,148,153,28,175,,
.,PUNCT,punct,2,154,155,29,175,,
The,DET,det,1,0,3,0,176,,
bridegroom,NOUN,nsubj,2,4,14,1,176,,
is,AUX,ROOT,2,15,17,2,176,,
an,DET,det,4,18,20,3,176,,
associate,NOUN,attr,2,21,30,4,176,,
in,ADP,prep,4,31,33,5,176,,
the,DET,det,10,34,37,6,176,,
San,PROPN,compound,8,38,41,7,176,176-1,LOC
Francisco,PROPN,compound,10,42,51,8,176,176-1,LOC
law,NOUN,compound,10,52,55,9,176,,
firm,NOUN,pobj,5,56,60,10,176,,
of,ADP,prep,10,61,63,11,176,,
Fleisher,PROPN,pobj,11,64,72,12,176,176-2,PER
",",PUNCT,punct,12,73,74,13,176,,
Dubb,PROPN,conj,12,75,79,14,176,,
",",PUNCT,punct,14,80,81,15,176,,
Meyer,PROPN,conj,14,82,87,16,176,,
&,CCONJ,cc,16,88,89,17,176,,
Lovejoy,PROPN,conj,16,90,97,18,176,,
.,PUNCT,punct,2,98,99,19,176,,
Pak,PROPN,nsubj,1,0,3,0,177,,
became,VERB,ROOT,1,4,10,1,177,,
the,DET,det,4,11,14,2,177,,
first,ADJ,amod,4,15,20,3,177,,
rookie,NOUN,attr,1,21,27,4,177,,
to,PART,aux,6,28,30,5,177,,
win,VERB,advcl,1,31,34,6,177,,
a,DET,det,9,35,36,7,177,,
major,ADJ,amod,9,37,42,8,177,,
title,NOUN,dobj,6,43,48,9,177,,
since,SCONJ,mark,13,49,54,10,177,,
Liselotte,PROPN,compound,12,55,64,11,177,177-1,PER
Neumann,PROPN,nsubj,13,65,72,12,177,177-1,PER
won,VERB,advcl,6,73,76,13,177,,
the,DET,det,16,77,80,14,177,,
United,PROPN,compound,16,81,87,15,177,177-2,MISC
States,PROPN,dobj,13,88,94,16,177,177-2,MISC
Women,PROPN,poss,19,95,100,17,177,177-2,MISC
's,PART,case,17,101,103,18,177,177-2,MISC
Open,PROPN,dobj,13,104,108,19,177,177-2,MISC
in,ADP,prep,13,109,111,20,177,,
1988,NUM,pobj,20,112,116,21,177,,
.,PUNCT,punct,1,117,118,22,177,,
Avenue,PROPN,nmod,2,0,6,0,178,,
X,PROPN,compound,2,7,8,1,178,,
Concept,PROPN,ROOT,2,9,16,2,178,,
",",PUNCT,punct,2,17,18,3,178,,
book,NOUN,conj,2,19,23,4,178,,
and,CCONJ,cc,4,24,27,5,178,,
lyrics,NOUN,conj,4,28,34,6,178,,
by,ADP,prep,2,35,37,7,178,,
John,PROPN,compound,9,38,42,8,178,,
Jiler,PROPN,pobj,7,43,48,9,178,,
;,PUNCT,punct,9,49,50,10,178,,
music,NOUN,conj,9,51,56,11,178,,
and,CCONJ,cc,11,57,60,12,178,,
lyrics,NOUN,conj,11,61,67,13,178,,
by,ADP,prep,11,68,70,14,178,,
Ray,PROPN,compound,16,71,74,15,178,178-1,PER
Leslee,PROPN,pobj,14,75,81,16,178,178-1,PER
;,PUNCT,punct,2,82,83,17,178,,
directed,VERB,acl,2,84,92,18,178,,
by,ADP,agent,18,93,95,19,178,,
Mark,PROPN,compound,21,96,100,20,178,178-2,PER
Brokaw,PROPN,pobj,19,101,107,21,178,178-2,PER
;,PUNCT,punct,2,108,109,22,178,,
vocal,ADJ,amod,24,110,115,23,178,,
arrangements,NOUN,conj,2,116,128,24,178,,
and,CCONJ,cc,24,129,132,25,178,,
musical,ADJ,amod,27,133,140,26,178,,
direction,NOUN,conj,24,141,150,27,178,,
by,ADP,prep,24,151,153,28,178,,
Chapman,PROPN,compound,30,154,161,29,178,,
Roberts,PROPN,pobj,28,162,169,30,178,,
;,PUNCT,punct,2,170,171,31,178,,
set,VERB,appos,2,172,175,32,178,,
by,ADP,agent,32,176,178,33,178,,
Loy,PROPN,compound,35,179,182,34,178,,
Arcenas,PROPN,pobj,33,183,190,35,178,,
;,PUNCT,punct,2,191,192,36,178,,
costumes,NOUN,appos,2,193,201,37,178,,
by,ADP,prep,37,202,204,38,178,,
Ellen,PROPN,compound,40,205,210,39,178,,
McCartney,PROPN,pobj,38,211,220,40,178,,
;,PUNCT,punct,2,221,222,41,178,,
lighting,NOUN,conj,2,223,231,42,178,,
by,ADP,prep,42,232,234,43,178,,
Donald,PROPN,compound,45,235,241,44,178,,
Holder,PROPN,pobj,43,242,248,45,178,,
;,PUNCT,punct,2,249,250,46,178,,
sound,VERB,appos,2,251,256,47,178,,
by,ADP,agent,47,257,259,48,178,,
Janet,PROPN,compound,50,260,265,49,178,,
Kalas,PROPN,pobj,48,266,271,50,178,,
;,PUNCT,punct,2,272,273,51,178,,
fight,VERB,compound,53,274,279,52,178,,
director,NOUN,appos,2,280,288,53,178,,
",",PUNCT,punct,53,289,290,54,178,,
Rick,PROPN,compound,56,291,295,55,178,,
Sordelet,PROPN,appos,53,296,304,56,178,,
;,PUNCT,punct,53,305,306,57,178,,
choreographer,ADV,appos,53,307,320,58,178,,
",",PUNCT,punct,58,321,322,59,178,,
Ken,PROPN,compound,61,323,326,60,178,,
Roberson,PROPN,appos,58,327,335,61,178,,
;,PUNCT,punct,53,336,337,62,178,,
production,NOUN,compound,65,338,348,63,178,,
stage,NOUN,compound,65,349,354,64,178,,
manager,NOUN,conj,53,355,362,65,178,,
",",PUNCT,punct,65,363,364,66,178,,
Lisa,PROPN,compound,68,365,369,67,178,,
Buxbaum,PROPN,appos,65,370,377,68,178,,
.,PUNCT,punct,2,378,379,69,178,,
As,SCONJ,prep,27,0,2,0,179,,
a,DET,det,3,3,4,1,179,,
longtime,ADJ,amod,3,5,13,2,179,,
member,NOUN,pobj,0,14,20,3,179,,
of,ADP,prep,3,21,23,4,179,,
the,DET,det,6,24,27,5,179,,
board,PROPN,pobj,4,28,33,6,179,,
of,ADP,prep,6,34,36,7,179,,
governors,NOUN,pobj,7,37,46,8,179,,
who,PRON,nsubj,10,47,50,9,179,,
was,AUX,relcl,3,51,54,10,179,,
a,DET,det,12,55,56,11,179,,
director,NOUN,attr,10,57,65,12,179,,
of,ADP,prep,12,66,68,13,179,,
the,DET,det,20,69,72,14,179,,
Kansas,PROPN,compound,16,73,79,15,179,179-1,LOC
City,PROPN,nmod,20,80,84,16,179,179-1,LOC
",",PUNCT,punct,16,85,86,17,179,179-1,LOC
Mo.,PROPN,appos,16,87,90,18,179,179-1,LOC
",",PUNCT,punct,16,91,92,19,179,,
Fed,PROPN,pobj,13,93,96,20,179,179-2,ORG
before,ADP,prep,12,97,103,21,179,,
that,DET,pobj,21,104,108,22,179,,
",",PUNCT,punct,27,109,110,23,179,,
Mr.,PROPN,compound,25,111,114,24,179,,
Angell,PROPN,nsubj,27,115,121,25,179,,
still,ADV,advmod,27,122,127,26,179,,
has,AUX,ROOT,27,128,131,27,179,,
intimate,ADJ,amod,31,132,140,28,179,,
",",PUNCT,punct,31,141,142,29,179,,
current,ADJ,amod,31,143,150,30,179,,
knowledge,NOUN,dobj,27,151,160,31,179,,
of,ADP,prep,31,161,163,32,179,,
the,DET,det,34,164,167,33,179,,
thinking,NOUN,pobj,32,168,176,34,179,,
not,PART,preconj,37,177,180,35,179,,
only,ADV,advmod,35,181,185,36,179,,
of,ADP,prep,34,186,188,37,179,,
the,DET,det,39,189,192,38,179,,
board,NOUN,pobj,37,193,198,39,179,,
and,CCONJ,cc,31,199,202,40,179,,
the,DET,det,43,203,206,41,179,,
bank,NOUN,compound,43,207,211,42,179,,
presidents,NOUN,conj,31,212,222,43,179,,
on,ADP,prep,43,223,225,44,179,,
the,DET,det,48,226,229,45,179,,
open,ADJ,amod,47,230,234,46,179,,
market,NOUN,compound,48,235,241,47,179,,
committee,NOUN,pobj,44,242,251,48,179,,
",",PUNCT,punct,27,252,253,49,179,,
but,CCONJ,cc,27,254,257,50,179,,
also,ADV,advmod,50,258,262,51,179,,
of,ADP,prep,27,263,265,52,179,,
many,ADJ,pobj,52,266,270,53,179,,
of,ADP,prep,53,271,273,54,179,,
the,DET,det,56,274,277,55,179,,
directors,NOUN,pobj,54,278,287,56,179,,
of,ADP,prep,56,288,290,57,179,,
regional,ADJ,amod,59,291,299,58,179,,
banks,NOUN,pobj,57,300,305,59,179,,
.,PUNCT,punct,27,306,307,60,179,,
The,DET,det,1,0,3,0,180,,
Hudsons,PROPN,nsubj,4,4,11,1,180,,
'',PUNCT,punct,1,12,14,2,180,,
really,ADV,advmod,4,15,21,3,180,,
have,AUX,ccomp,28,22,26,4,180,,
the,DET,det,6,27,30,5,180,,
sensitivity,NOUN,dobj,4,31,42,6,180,,
and,CCONJ,cc,6,43,46,7,180,,
understanding,NOUN,conj,6,47,60,8,180,,
of,ADP,prep,6,61,63,9,180,,
the,DET,det,14,64,67,10,180,,
African,ADJ,amod,13,68,75,11,180,,
-,PUNCT,punct,13,75,76,12,180,,
American,ADJ,amod,14,76,84,13,180,,
market,NOUN,pobj,9,85,91,14,180,,
that,DET,dobj,20,92,96,15,180,,
you,PRON,nsubj,20,97,100,16,180,,
do,AUX,aux,20,101,103,17,180,,
n't,PART,neg,20,104,107,18,180,,
often,ADV,advmod,20,108,113,19,180,,
find,VERB,relcl,6,114,118,20,180,,
at,ADP,prep,20,119,121,21,180,,
the,DET,det,25,122,125,22,180,,
major,ADJ,amod,25,126,131,23,180,,
mainstream,NOUN,compound,25,132,142,24,180,,
publishers,NOUN,pobj,21,143,153,25,180,,
",",PUNCT,punct,28,154,155,26,180,,
'',PUNCT,punct,28,156,158,27,180,,
said,VERB,ROOT,28,159,163,28,180,,
Bernette,PROPN,compound,30,164,172,29,180,,
Ford,PROPN,nsubj,28,173,177,30,180,,
",",PUNCT,punct,30,178,179,31,180,,
vice,NOUN,compound,33,180,184,32,180,,
president,NOUN,appos,30,185,194,33,180,,
and,CCONJ,cc,33,195,198,34,180,,
editorial,ADJ,amod,36,199,208,35,180,,
director,NOUN,conj,33,209,217,36,180,,
for,ADP,prep,33,218,221,37,180,,
Cartwheel,PROPN,compound,39,222,231,38,180,180-1,ORG
Books,PROPN,pobj,37,232,237,39,180,180-1,ORG
",",PUNCT,punct,39,238,239,40,180,,
an,DET,det,42,240,242,41,180,,
imprint,NOUN,appos,39,243,250,42,180,,
of,ADP,prep,42,251,253,43,180,,
Scholastic,PROPN,compound,45,254,264,44,180,180-2,ORG
Inc.,PROPN,pobj,43,265,269,45,180,180-2,ORG
",",PUNCT,punct,45,270,271,46,180,,
the,DET,det,49,272,275,47,180,,
dominant,ADJ,amod,49,276,284,48,180,,
children,NOUN,poss,52,285,293,49,180,,
's,PART,case,49,294,296,50,180,,
book,NOUN,compound,52,297,301,51,180,,
publisher,NOUN,appos,45,302,311,52,180,,
for,ADP,prep,42,312,315,53,180,,
the,DET,det,58,316,319,54,180,,
trade,NOUN,nmod,58,320,325,55,180,,
and,CCONJ,cc,55,326,329,56,180,,
educational,ADJ,conj,55,330,341,57,180,,
markets,NOUN,pobj,53,342,349,58,180,,
.,PUNCT,punct,28,350,351,59,180,,
Israel,PROPN,nsubj,2,0,6,0,181,181-1,LOC
will,VERB,aux,2,7,11,1,181,,
have,AUX,ROOT,2,12,16,2,181,,
to,PART,aux,4,17,19,3,181,,
live,VERB,xcomp,2,20,24,4,181,,
with,ADP,prep,4,25,29,5,181,,
the,DET,det,7,30,33,6,181,,
Palestinians,PROPN,pobj,5,34,46,7,181,181-2,LOC
",",PUNCT,punct,4,47,48,8,181,,
after,ADP,prep,4,49,54,9,181,,
the,DET,det,11,55,58,10,181,,
war,NOUN,pobj,9,59,62,11,181,,
.,PUNCT,punct,2,63,64,12,181,,
Ashcroft,PROPN,ROOT,0,0,8,0,182,,
",",PUNCT,punct,0,9,10,1,182,,
Mo.,PROPN,appos,0,11,14,2,182,,
;,PUNCT,punct,0,15,16,3,182,,
Brown,PROPN,conj,0,17,22,4,182,,
",",PUNCT,punct,4,23,24,5,182,,
Colo.,PROPN,appos,4,25,30,6,182,,
;,PUNCT,punct,4,31,32,7,182,,
Coats,PROPN,conj,4,33,38,8,182,,
",",PUNCT,punct,8,39,40,9,182,,
Ind.,PROPN,appos,8,41,45,10,182,,
;,PUNCT,punct,8,46,47,11,182,,
Coverdell,PROPN,conj,8,48,57,12,182,,
",",PUNCT,punct,12,58,59,13,182,,
Ga.,PROPN,appos,12,60,63,14,182,,
;,PUNCT,punct,12,64,65,15,182,,
Craig,PROPN,conj,12,66,71,16,182,,
",",PUNCT,punct,16,72,73,17,182,,
Idaho,PROPN,conj,16,74,79,18,182,,
;,PUNCT,punct,16,80,81,19,182,,
D'Amato,PROPN,conj,16,82,89,20,182,182-1,PER
",",PUNCT,punct,20,90,91,21,182,,
N.Y.,PROPN,appos,20,92,96,22,182,,
;,PUNCT,punct,16,97,98,23,182,,
Domenici,PROPN,conj,16,99,107,24,182,182-2,PER
",",PUNCT,punct,24,108,109,25,182,,
N.M.,PROPN,appos,24,110,114,26,182,,
;,PUNCT,punct,16,115,116,27,182,,
Faircloth,PROPN,conj,16,117,126,28,182,,
",",PUNCT,punct,28,127,128,29,182,,
N.C.,PROPN,appos,28,129,133,30,182,,
;,PUNCT,punct,16,134,135,31,182,,
Frist,PROPN,conj,16,136,141,32,182,,
",",PUNCT,punct,32,142,143,33,182,,
Tenn.,PROPN,appos,32,144,149,34,182,,
;,PUNCT,punct,32,150,151,35,182,,
Gramm,PROPN,conj,32,152,157,36,182,,
",",PUNCT,punct,36,158,159,37,182,,
Texas,PROPN,appos,36,160,165,38,182,,
;,PUNCT,punct,36,166,167,39,182,,
Grams,PROPN,conj,36,168,173,40,182,,
",",PUNCT,punct,40,174,175,41,182,,
Minn.,PROPN,appos,40,176,181,42,182,,
;,PUNCT,punct,40,182,183,43,182,,
Grassley,PROPN,conj,40,184,192,44,182,,
",",PUNCT,punct,44,193,194,45,182,,
Iowa,PROPN,conj,44,195,199,46,182,,
;,PUNCT,punct,16,200,201,47,182,,
Gregg,PROPN,conj,16,202,207,48,182,,
",",PUNCT,punct,48,208,209,49,182,,
N.H.,PROPN,appos,48,210,214,50,182,,
;,PUNCT,punct,48,215,216,51,182,,
Hatfield,PROPN,conj,48,217,225,52,182,,
",",PUNCT,punct,52,226,227,53,182,,
Ore.,PROPN,appos,52,228,232,54,182,,
;,PUNCT,punct,52,233,234,55,182,,
Helms,PROPN,conj,52,235,240,56,182,,
",",PUNCT,punct,56,241,242,57,182,,
N.C.,PROPN,appos,56,243,247,58,182,,
;,PUNCT,punct,56,248,249,59,182,,
Hutchison,PROPN,conj,56,250,259,60,182,,
",",PUNCT,punct,60,260,261,61,182,,
Texas,PROPN,appos,60,262,267,62,182,,
;,PUNCT,punct,60,268,269,63,182,,
Inhofe,PROPN,conj,60,270,276,64,182,,
",",PUNCT,punct,64,277,278,65,182,,
Okla.,PROPN,appos,64,279,284,66,182,,
;,PUNCT,punct,56,285,286,67,182,,
Kyl,PROPN,conj,56,287,290,68,182,,
",",PUNCT,punct,68,291,292,69,182,,
Ariz.,PROPN,appos,68,293,298,70,182,,
;,PUNCT,punct,68,299,300,71,182,,
Lott,PROPN,conj,68,301,305,72,182,,
",",PUNCT,punct,72,306,307,73,182,,
