,sent_index,dep,sentence_length,root_index,root_word,entity_1_index,entity_2_index,entity_distance,no_words_before_entity_1,no_words_after_entity_2,entity_1_root_distance,entity_2_root_distance,entity 1 name,entity 2 name,entity_type_1,entity_type_2,entity_pos_1,entity_pos_2,entity_dep_1,entity_dep_2,entity_tag_1,entity_tag_2,shortest_distance,shortest_path,rel type,rel subtype,entity 1 ID,entity 2 ID,entity 1 mention ID,entity 2 mention ID,entity 1 type,entity 2 type,same_sent,same_sent.1,distance,pos_pattern,shortest_dep_path,span,label
4,2.0,"['nsubj', 'aux', 'ROOT', 'prep', 'pobj', 'prep', 'amod', 'amod', 'pobj', 'aux', 'advcl', 'mark', 'det', 'nsubj', 'prep', 'pobj', 'ccomp', 'det', 'amod', 'amod', 'cc', 'conj', 'dobj', 'prep', 'det', 'pobj', 'punct']",27,2,been,7,13,6,6,13,-5,11,senior Iraqi officials,the Government of Iraq,Organisation,Organisation,ADJ-ADJ-NOUN,DET-PROPN-ADP-PROPN,amod-amod-pobj,det-nsubj-prep-pobj,JJ-JJ-NNS,DT-NNP-IN-NNP,8,"[7, 8, 5, 4, 3, 2, 10, 16, 13]",BelongsTo,BelongsTo,6413ED35E27EFB504C689047F2F17B0F-2-27-49-Organisation,6413ED35E27EFB504C689047F2F17B0F-2-65-87-Organisation,6413ED35E27EFB504C689047F2F17B0F-2-27-49-Organisation,6413ED35E27EFB504C689047F2F17B0F-2-65-87-Organisation,Organisation,Organisation,True,True,4.0,PART-VERB-SCONJ,7.0,senior Iraqi officials to ensure that the Government of Iraq,1
5,5.0,"['neg', 'advmod', 'det', 'nsubj', 'punct', 'prep', 'det', 'pobj', 'nsubj', 'ccomp', 'acomp', 'punct', 'det', 'compound', 'nsubj', 'ROOT', 'acomp', 'prep', 'pcomp', 'det', 'compound', 'compound', 'dobj', 'prep', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'compound', 'compound', 'pobj', 'prep', 'det', 'amod', 'cc', 'conj', 'pobj', 'advmod', 'prep', 'pobj', 'punct']",43,15,remains,35,42,7,34,0,-20,27,a permanent and safe location,Iraq,Location,Location,DET-ADJ-CCONJ-ADJ-NOUN,PROPN,det-amod-cc-conj-pobj,pobj,DT-JJ-CC-JJ-NN,NNP,7,"[35, 38, 33, 18, 17, 16, 15, 42]",Apart,Apart,6413ED35E27EFB504C689047F2F17B0F-5-201-230-Location,6413ED35E27EFB504C689047F2F17B0F-5-242-246-Location,6413ED35E27EFB504C689047F2F17B0F-5-201-230-Location,6413ED35E27EFB504C689047F2F17B0F-5-242-246-Location,Location,Location,True,True,3.0,ADP-ADP,3.0,a permanent and safe location outside of Iraq,1
6,6.0,"['nsubj', 'ROOT', 'prt', 'amod', 'pobj', 'aux', 'xcomp', 'prep', 'pcomp', 'prep', 'det', 'amod', 'amod', 'pobj', 'prep', 'pcomp', 'compound', 'dobj', 'prep', 'pobj', 'cc', 'conj', 'pcomp', 'prep', 'det', 'pobj', 'acl', 'agent', 'det', 'compound', 'pobj', 'aux', 'xcomp', 'poss', 'dobj', 'punct']",36,1,call,25,25,0,24,10,-24,24,the fund,the United Nations,Organisation,Organisation,DET-NOUN,DET-PROPN-PROPN,det-pobj,det-compound-pobj,DT-NN,DT-NNP-NNP,0,[25],BelongsTo,BelongsTo,6413ED35E27EFB504C689047F2F17B0F-6-154-162-Organisation,6413ED35E27EFB504C689047F2F17B0F-6-178-196-Organisation,6413ED35E27EFB504C689047F2F17B0F-6-154-162-Organisation,6413ED35E27EFB504C689047F2F17B0F-6-178-196-Organisation,Organisation,Organisation,True,True,3.0,VERB-ADP,3.0,the fund established by the United Nations,1
0,0.0,"['npadvmod', 'punct', 'det', 'compound', 'nsubj', 'cc', 'conj', 'ROOT', 'det', 'compound', 'compound', 'dobj', 'nsubj', 'punct', 'advmod', 'advcl', 'prep', 'pobj', 'punct', 'aux', 'relcl', 'dobj', 'aux', 'xcomp', 'quantmod', 'quantmod', 'quantmod', 'compound', 'dobj', 'prep', 'amod', 'punct', 'compound', 'pobj', 'prep', 'amod', 'compound', 'pobj', 'punct', '']",40,7,signed,7,3,-4,6,36,0,-4,Iraq,the United States,Organisation,Organisation,PROPN,DET-PROPN-PROPN,dobj,det-compound-nsubj,NNP,DT-NNP-NNP,2,"[7, 4, 3]",CommWith,CommWith,CFEF9B4E83786F435E8483A03DB20D8E-0-29-33-Organisation,CFEF9B4E83786F435E8483A03DB20D8E-0-7-24-Organisation,CFEF9B4E83786F435E8483A03DB20D8E-0-29-33-Organisation,CFEF9B4E83786F435E8483A03DB20D8E-0-7-24-Organisation,Organisation,Organisation,True,True,2.0,CCONJ,1.0,the United States and Iraq,1
1,7.0,"['npadvmod', 'punct', 'compound', 'nsubj', 'ROOT', 'amod', 'compound', 'dobj', 'aux', 'acl', 'nsubj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'ccomp', 'det', 'dobj', 'nsubj', 'relcl', 'amod', 'cc', 'conj', 'amod', 'dobj', 'punct', 'conj', 'dobj', 'cc', 'conj', 'dobj', 'punct', 'cc', 'conj', 'xcomp', 'amod', 'dobj', 'prep', 'det', 'compound', 'pobj', 'cc', 'det', 'conj', 'punct']",46,4,underscores,7,13,6,6,32,-3,9,U.S.,the people of Iraq,Organisation,Organisation,PROPN,DET-NOUN-ADP-PROPN,compound,det-pobj-prep-pobj,NNP,DT-NNS-IN-NNP,4,"[7, 9, 10, 11, 13]",Likes,Likes,CFEF9B4E83786F435E8483A03DB20D8E-6-45-49-Organisation,CFEF9B4E83786F435E8483A03DB20D8E-6-73-91-Organisation,CFEF9B4E83786F435E8483A03DB20D8E-6-45-49-Organisation,CFEF9B4E83786F435E8483A03DB20D8E-6-73-91-Organisation,Organisation,Organisation,True,True,6.0,NOUN-PART-VERB-DET-ADP,6.0,U.S. efforts to help all of the people of Iraq,1
0,4.0,"['nmod', 'nmod', 'prep', 'pobj', 'compound', 'nsubj', 'aux', 'ROOT', 'prep', 'pobj', 'prep', 'pobj', 'case', 'amod', 'appos', 'punct', 'acl', 'agent', 'det', 'amod', 'pobj', 'punct', 'aux', 'advcl', 'dobj', 'aux', 'acl', 'det', 'dobj', 'prep', 'pobj', 'punct']",32,7,travel,1,10,9,0,21,6,3,Deputy Secretary of State Tony Blinken,Paris,Person,Location,PROPN-PROPN-ADP-PROPN-PROPN-PROPN,PROPN,nmod-nmod-prep-pobj-compound-nsubj,pobj,NNP-NNP-IN-NNP-NNP-NNP,NNP,3,"[1, 5, 7, 10]",CoLocated,CoLocated,4174EF50EF8D9024BCC261D602202738-1-171-209-Person,4174EF50EF8D9024BCC261D602202738-1-225-230-Location,4174EF50EF8D9024BCC261D602202738-1-171-209-Person,4174EF50EF8D9024BCC261D602202738-1-225-230-Location,Person,Location,True,True,,,,Deputy Secretary of State Tony Blinken will travel to Paris,1
0,0.0,"['compound', 'compound', 'compound', 'nsubj', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'compound', 'compound', 'compound', 'punct', 'npadvmod', 'punct', 'prep', 'pobj', 'prep', 'nummod', 'pobj', 'aux', 'advcl', 'amod', 'dobj', 'cc', 'conj', 'poss', 'amod', 'dobj', 'prep', 'pcomp', 'det', 'amod', 'dobj', 'prep', 'pobj', 'punct', 'advmod', 'acl', 'prep', 'pobj', 'punct', 'punct']",49,4,met,1,23,22,0,25,3,19,Foreign Minister Julie Bishop,Canberra,Person,Location,PROPN-PROPN-PROPN-PROPN,PROPN,compound-compound-compound-nsubj,pobj,NNP-NNP-NNP-NNP,NNP,4,"[1, 3, 4, 21, 23]",CoLocated,CoLocated,DEC7A9B44536B3E01C85E64BAF2E07A6-0-0-29-Person,DEC7A9B44536B3E01C85E64BAF2E07A6-0-110-118-Location,DEC7A9B44536B3E01C85E64BAF2E07A6-0-0-29-Person,DEC7A9B44536B3E01C85E64BAF2E07A6-0-110-118-Location,Person,Location,True,,,,,"Foreign Minister Julie Bishop met with the Minister of Foreign Affairs of Iraq , HE Dr Ibrahim Al - Ja’afari , in Canberra",1
1,0.0,"['compound', 'compound', 'compound', 'nsubj', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'compound', 'compound', 'compound', 'punct', 'npadvmod', 'punct', 'prep', 'pobj', 'prep', 'nummod', 'pobj', 'aux', 'advcl', 'amod', 'dobj', 'cc', 'conj', 'poss', 'amod', 'dobj', 'prep', 'pcomp', 'det', 'amod', 'dobj', 'prep', 'pobj', 'punct', 'advmod', 'acl', 'prep', 'pobj', 'punct', 'punct']",49,4,met,1,2,1,0,46,3,-2,Foreign Minister Julie Bishop,Minister of Foreign Affairs of Iraq,Person,Person,PROPN-PROPN-PROPN-PROPN,PROPN-ADP-PROPN-PROPN-ADP-PROPN,compound-compound-compound-nsubj,pobj-prep-compound-pobj-prep-pobj,NNP-NNP-NNP-NNP,NNP-IN-NNP-NNPS-IN-NNP,2,"[1, 3, 2]",CommWith,CommWith,DEC7A9B44536B3E01C85E64BAF2E07A6-0-0-29-Person,DEC7A9B44536B3E01C85E64BAF2E07A6-0-43-78-Person,DEC7A9B44536B3E01C85E64BAF2E07A6-0-0-29-Person,DEC7A9B44536B3E01C85E64BAF2E07A6-0-43-78-Person,Person,Person,True,,,,,Foreign Minister Julie Bishop met with the Minister of Foreign Affairs of Iraq,1
2,0.0,"['compound', 'compound', 'compound', 'nsubj', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'compound', 'compound', 'compound', 'punct', 'npadvmod', 'punct', 'prep', 'pobj', 'prep', 'nummod', 'pobj', 'aux', 'advcl', 'amod', 'dobj', 'cc', 'conj', 'poss', 'amod', 'dobj', 'prep', 'pcomp', 'det', 'amod', 'dobj', 'prep', 'pobj', 'punct', 'advmod', 'acl', 'prep', 'pobj', 'punct', 'punct']",49,4,met,42,47,5,41,1,-38,43,Daesh,ISIL,Organisation,Organisation,PROPN,PROPN,pobj,pobj,NNP,NNP,2,"[42, 44, 47]",IsSynonymOf,IsSynonymOf,DEC7A9B44536B3E01C85E64BAF2E07A6-0-237-242-Organisation,DEC7A9B44536B3E01C85E64BAF2E07A6-0-258-262-Organisation,DEC7A9B44536B3E01C85E64BAF2E07A6-0-237-242-Organisation,DEC7A9B44536B3E01C85E64BAF2E07A6-0-258-262-Organisation,Organisation,Organisation,True,,,,,Daesh ( also known as ISIL,1
0,0.0,"['npadvmod', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'det', 'compound', 'compound', 'compound', 'nmod', 'punct', 'dep', 'nsubj', 'dep', 'compound', 'dep', 'cc', 'compound', 'compound', 'compound', 'conj', 'punct', 'compound', 'compound', 'appos', 'prep', 'det', 'pobj', 'prep', 'pobj', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'conj', 'prep', 'pobj', 'cc', 'conj', 'punct', 'appos', 'punct', 'ROOT', 'det', 'dobj', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'cc', 'conj', 'prep', 'det', 'compound', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'amod', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'punct']",76,49,announced,26,4,-22,25,71,23,-45,Acting General Director of the Office of Museums,Iraqi Ministry of Culture,Person,Organisation,PROPN-PROPN-PROPN-ADP-DET-PROPN-ADP-PROPN,PROPN-PROPN-ADP-PROPN,compound-compound-appos-prep-det-pobj-prep-pobj,compound-pobj-prep-pobj,NNP-NNP-NNP-IN-DT-NNP-IN-NNPS,NNP-NNP-IN-NNP,7,"[26, 27, 18, 49, 12, 0, 1, 4]",BelongsTo,BelongsTo,E1526BBD89FAB8E7914B3CF5867666CC-0-122-170-Person,E1526BBD89FAB8E7914B3CF5867666CC-0-178-203-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-0-122-170-Person,E1526BBD89FAB8E7914B3CF5867666CC-0-178-203-Organisation,Person,Organisation,True,True,3.0,ADP-DET,2.0,Acting General Director of the Office of Museums at the Iraqi Ministry of Culture,1
1,0.0,"['npadvmod', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'det', 'compound', 'compound', 'compound', 'nmod', 'punct', 'dep', 'nsubj', 'dep', 'compound', 'dep', 'cc', 'compound', 'compound', 'compound', 'conj', 'punct', 'compound', 'compound', 'appos', 'prep', 'det', 'pobj', 'prep', 'pobj', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'conj', 'prep', 'pobj', 'cc', 'conj', 'punct', 'appos', 'punct', 'ROOT', 'det', 'dobj', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'cc', 'conj', 'prep', 'det', 'compound', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'amod', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'punct']",76,49,announced,41,48,7,40,27,8,-1,State Board of Antiquities and Heritage,SBAH,Organisation,Organisation,PROPN-PROPN-ADP-PROPN-CCONJ-PROPN,PROPN,compound-conj-prep-pobj-cc-conj,appos,NNP-NNP-IN-NNPS-CC-NNP,NNP,6,"[41, 36, 33, 30, 28, 27, 48]",IsSynonymOf,IsSynonymOf,E1526BBD89FAB8E7914B3CF5867666CC-0-205-244-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-0-246-250-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-0-205-244-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-0-246-250-Organisation,Organisation,Organisation,True,True,1.0,,1.0,State Board of Antiquities and Heritage ( SBAH,1
2,0.0,"['npadvmod', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'det', 'compound', 'compound', 'compound', 'nmod', 'punct', 'dep', 'nsubj', 'dep', 'compound', 'dep', 'cc', 'compound', 'compound', 'compound', 'conj', 'punct', 'compound', 'compound', 'appos', 'prep', 'det', 'pobj', 'prep', 'pobj', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'conj', 'prep', 'pobj', 'cc', 'conj', 'punct', 'appos', 'punct', 'ROOT', 'det', 'dobj', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'cc', 'conj', 'prep', 'det', 'compound', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'amod', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'punct']",76,49,announced,3,71,68,2,4,46,22,the Ishtar Gate,city of Babylon,Location,Location,DET-PROPN-PROPN,NOUN-ADP-PROPN,det-compound-pobj,pobj-prep-pobj,DT-NNP-NNP,NN-IN-NNP,10,"[3, 4, 1, 0, 12, 49, 64, 66, 67, 70, 71]",CoLocated,CoLocated,E1526BBD89FAB8E7914B3CF5867666CC-0-330-345-Location,E1526BBD89FAB8E7914B3CF5867666CC-0-376-391-Location,E1526BBD89FAB8E7914B3CF5867666CC-0-330-345-Location,E1526BBD89FAB8E7914B3CF5867666CC-0-376-391-Location,Location,Location,True,True,7.0,ADP-DET-NOUN-ADP-DET-ADJ,10.0,the Ishtar Gate at the remains of the ancient city of Babylon,1
3,0.0,"['npadvmod', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'det', 'compound', 'compound', 'compound', 'nmod', 'punct', 'dep', 'nsubj', 'dep', 'compound', 'dep', 'cc', 'compound', 'compound', 'compound', 'conj', 'punct', 'compound', 'compound', 'appos', 'prep', 'det', 'pobj', 'prep', 'pobj', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'conj', 'prep', 'pobj', 'cc', 'conj', 'punct', 'appos', 'punct', 'ROOT', 'det', 'dobj', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'cc', 'conj', 'prep', 'det', 'compound', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'amod', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'punct']",76,49,announced,18,3,-15,17,72,31,-46,Jonathan Cohen,the Iraqi Museum,Person,Location,PROPN-PROPN,DET-PROPN-PROPN,compound-dep,det-compound-pobj,NNP-NNP,DT-NNP-NNP,6,"[18, 49, 12, 0, 1, 4, 3]",CoLocated,CoLocated,E1526BBD89FAB8E7914B3CF5867666CC-0-80-94-Person,E1526BBD89FAB8E7914B3CF5867666CC-0-9-25-Location,E1526BBD89FAB8E7914B3CF5867666CC-0-80-94-Person,E1526BBD89FAB8E7914B3CF5867666CC-0-9-25-Location,Person,Location,True,True,10.0,ADP-PROPN-DET-PROPN-PROPN-PROPN-PROPN-PROPN-PROPN,4.0,"the Iraqi Museum in Baghdad , the U.S. Embassy Chargé d’Affaires , a.i . , Jonathan Cohen",1
4,0.0,"['npadvmod', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'det', 'compound', 'compound', 'compound', 'nmod', 'punct', 'dep', 'nsubj', 'dep', 'compound', 'dep', 'cc', 'compound', 'compound', 'compound', 'conj', 'punct', 'compound', 'compound', 'appos', 'prep', 'det', 'pobj', 'prep', 'pobj', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'conj', 'prep', 'pobj', 'cc', 'conj', 'punct', 'appos', 'punct', 'ROOT', 'det', 'dobj', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'cc', 'conj', 'prep', 'det', 'compound', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'amod', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'punct']",76,49,announced,18,21,3,17,54,31,-28,Jonathan Cohen,Dr. Ahmed Kamil Murad,Person,Person,PROPN-PROPN,PROPN-PROPN-PROPN-PROPN,compound-dep,compound-compound-compound-conj,NNP-NNP,NNP-NNP-NNP-NNP,2,"[18, 23, 21]",CommWith,CommWith,E1526BBD89FAB8E7914B3CF5867666CC-0-80-94-Person,E1526BBD89FAB8E7914B3CF5867666CC-0-99-120-Person,E1526BBD89FAB8E7914B3CF5867666CC-0-80-94-Person,E1526BBD89FAB8E7914B3CF5867666CC-0-99-120-Person,Person,Person,True,True,2.0,CCONJ,1.0,Jonathan Cohen and Dr. Ahmed Kamil Murad,1
5,1.0,"['det', 'compound', 'compound', 'nsubj', 'prep', 'nmod', 'pobj', 'prep', 'det', 'compound', 'compound', 'pobj', 'punct', 'appos', 'punct', 'aux', 'ROOT', 'compound', 'dobj', 'prep', 'det', 'pobj', 'prep', 'amod', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'prep', 'amod', 'compound', 'pobj', 'prep', 'pobj', 'punct']",38,16,support,21,9,-12,20,28,-5,-7,a team of Iraqi preservationists,the SBAH,Organisation,Organisation,DET-NOUN-ADP-ADJ-NOUN,DET-NOUN,det-pobj-prep-amod-pobj,det-pobj,DT-NN-IN-JJ-NNS,DT-NN,6,"[21, 19, 16, 3, 7, 11, 9]",BelongsTo,BelongsTo,E1526BBD89FAB8E7914B3CF5867666CC-1-103-135-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-1-141-149-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-1-103-135-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-1-141-149-Organisation,Organisation,Organisation,True,True,2.0,ADP,2.0,a team of Iraqi preservationists from the SBAH,1
6,1.0,"['det', 'compound', 'compound', 'nsubj', 'prep', 'nmod', 'pobj', 'prep', 'det', 'compound', 'compound', 'pobj', 'punct', 'appos', 'punct', 'aux', 'ROOT', 'compound', 'dobj', 'prep', 'det', 'pobj', 'prep', 'amod', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'prep', 'amod', 'compound', 'pobj', 'prep', 'pobj', 'punct']",38,16,support,33,14,-19,32,23,-17,-2,international heritage experts,WMF,Organisation,Organisation,ADJ-NOUN-NOUN,PROPN,amod-compound-pobj,pobj,JJ-NN-NNS,NNP,9,"[33, 34, 31, 30, 28, 16, 3, 7, 11, 14]",BelongsTo,BelongsTo,E1526BBD89FAB8E7914B3CF5867666CC-1-172-202-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-1-208-211-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-1-172-202-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-1-208-211-Organisation,Organisation,Organisation,True,True,2.0,ADP,2.0,international heritage experts from WMF,1
7,1.0,"['det', 'compound', 'compound', 'nsubj', 'prep', 'nmod', 'pobj', 'prep', 'det', 'compound', 'compound', 'pobj', 'punct', 'appos', 'punct', 'aux', 'ROOT', 'compound', 'dobj', 'prep', 'det', 'pobj', 'prep', 'amod', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'prep', 'amod', 'compound', 'pobj', 'prep', 'pobj', 'punct']",38,16,support,9,14,5,8,23,7,-2,the World Monuments Fund,WMF,Organisation,Organisation,DET-PROPN-PROPN-PROPN,PROPN,det-compound-compound-pobj,appos,DT-NNP-NNPS-NNP,NNP,2,"[9, 11, 14]",IsSynonymOf,IsSynonymOf,E1526BBD89FAB8E7914B3CF5867666CC-1-38-62-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-1-64-67-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-1-38-62-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-1-64-67-Organisation,Organisation,Organisation,True,True,1.0,,1.0,the World Monuments Fund ( WMF,1
8,3.0,"['det', 'nsubj', 'prep', 'det', 'compound', 'pobj', 'ROOT', 'det', 'advmod', 'amod', 'amod', 'attr', 'prep', 'det', 'pobj', 'prep', 'compound', 'pobj', 'punct', 'det', 'appos', 'prep', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'cc', 'det', 'compound', 'conj', 'cc', 'conj', 'aux', 'relcl', 'amod', 'dobj', 'aux', 'acl', 'punct', 'conj', 'punct', 'cc', 'conj', 'det', 'amod', 'dobj', 'acl', 'advmod', 'prep', 'pobj', 'punct']",53,6,is,4,4,0,3,48,2,-2,the Governments of Iraq,the Future of Babylon project,Organisation,Organisation,DET-NOUN-ADP-PROPN,DET-PROPN-ADP-PROPN-NOUN,det-pobj-prep-pobj,det-pobj-prep-compound-pobj,DT-NNS-IN-NNP,DT-NNP-IN-NNP-NN,0,[4],BelongsTo,BelongsTo,E1526BBD89FAB8E7914B3CF5867666CC-3-144-167-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-3-80-109-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-3-144-167-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-3-80-109-Organisation,Organisation,Organisation,True,True,6.0,DET-NOUN-ADP-NUM-ADP,5.0,the Future of Babylon project – a partnership from 2009 between the Governments of Iraq,1
9,3.0,"['det', 'nsubj', 'prep', 'det', 'compound', 'pobj', 'ROOT', 'det', 'advmod', 'amod', 'amod', 'attr', 'prep', 'det', 'pobj', 'prep', 'compound', 'pobj', 'punct', 'det', 'appos', 'prep', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'cc', 'det', 'compound', 'conj', 'cc', 'conj', 'aux', 'relcl', 'amod', 'dobj', 'aux', 'acl', 'punct', 'conj', 'punct', 'cc', 'conj', 'det', 'amod', 'dobj', 'acl', 'advmod', 'prep', 'pobj', 'punct']",53,6,is,4,4,0,3,48,2,-2,the United States,the Future of Babylon project,Organisation,Organisation,DET-PROPN-PROPN,DET-PROPN-ADP-PROPN-NOUN,det-compound-conj,det-pobj-prep-compound-pobj,DT-NNP-NNP,DT-NNP-IN-NNP-NN,0,[4],BelongsTo,BelongsTo,E1526BBD89FAB8E7914B3CF5867666CC-3-172-189-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-3-80-109-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-3-172-189-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-3-80-109-Organisation,Organisation,Organisation,True,True,8.0,DET-NOUN-ADP-NUM-ADP-DET-CCONJ,8.0,the Future of Babylon project – a partnership from 2009 between the Governments of Iraq and the United States,1
10,3.0,"['det', 'nsubj', 'prep', 'det', 'compound', 'pobj', 'ROOT', 'det', 'advmod', 'amod', 'amod', 'attr', 'prep', 'det', 'pobj', 'prep', 'compound', 'pobj', 'punct', 'det', 'appos', 'prep', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'cc', 'det', 'compound', 'conj', 'cc', 'conj', 'aux', 'relcl', 'amod', 'dobj', 'aux', 'acl', 'punct', 'conj', 'punct', 'cc', 'conj', 'det', 'amod', 'dobj', 'acl', 'advmod', 'prep', 'pobj', 'punct']",53,6,is,34,4,-30,33,48,-28,-2,WMF,the Future of Babylon project,Organisation,Organisation,PROPN,DET-PROPN-ADP-PROPN-NOUN,conj,det-pobj-prep-compound-pobj,NNP,DT-NNP-IN-NNP-NN,8,"[34, 35, 20, 11, 6, 1, 2, 5, 4]",BelongsTo,BelongsTo,E1526BBD89FAB8E7914B3CF5867666CC-3-194-197-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-3-80-109-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-3-194-197-Organisation,E1526BBD89FAB8E7914B3CF5867666CC-3-80-109-Organisation,Organisation,Organisation,True,True,10.0,DET-NOUN-ADP-NUM-ADP-DET-CCONJ-DET-CCONJ,9.0,the Future of Babylon project – a partnership from 2009 between the Governments of Iraq and the United States and WMF,1
11,6.0,"['det', 'compound', 'nsubj', 'aux', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'det', 'amod', 'pobj', 'prep', 'advmod', 'nummod', 'pobj', 'advmod', 'nsubjpass', 'auxpass', 'advcl', 'prep', 'compound', 'compound', 'pobj', 'punct']",25,4,stood,1,7,6,0,17,3,3,The Ishtar Gate,the entrance to the ancient city,Location,Location,DET-PROPN-PROPN,DET-NOUN-ADP-DET-ADJ-NOUN,det-compound-nsubj,det-pobj-prep-det-amod-pobj,DT-NNP-NNP,DT-NN-IN-DT-JJ-NN,4,"[1, 2, 4, 5, 7]",CoLocated,CoLocated,E1526BBD89FAB8E7914B3CF5867666CC-6-0-15-Location,E1526BBD89FAB8E7914B3CF5867666CC-6-29-61-Location,E1526BBD89FAB8E7914B3CF5867666CC-6-0-15-Location,E1526BBD89FAB8E7914B3CF5867666CC-6-29-61-Location,Location,Location,True,True,4.0,AUX-VERB-ADP,3.0,The Ishtar Gate has stood at the entrance to the ancient city,1
0,0.0,"['nsubj', 'ROOT', 'poss', 'case', 'dobj', 'mark', 'amod', 'compound', 'nsubj', 'acl', 'det', 'amod', 'dobj', 'prep', 'pobj', 'prep', 'compound', 'pobj', 'punct', 'conj', 'agent', 'amod', 'pobj', 'prep', 'poss', 'pobj', 'appos', 'cc', 'poss', 'amod', 'conj', 'punct']",32,1,welcome,1,27,26,0,4,0,26,I,Turkey,Person,Organisation,PRON,PROPN,nsubj,appos,PRP,NNP,9,"[1, 4, 9, 19, 20, 22, 23, 25, 26, 27]",Likes,Likes,2C271BB862754AECF35665280FE7B93C-0-0-1-Person,2C271BB862754AECF35665280FE7B93C-0-145-151-Organisation,2C271BB862754AECF35665280FE7B93C-0-0-1-Person,2C271BB862754AECF35665280FE7B93C-0-145-151-Organisation,Person,Organisation,True,True,19.0,VERB-NOUN-PART-NOUN-SCONJ-ADJ-VERB-DET-ADP-PROPN-NOUN-VERB-ADP-ADJ-NOUN-ADP-DET-NOUN,9.0,"I welcome today 's news that Syrian opposition forces liberated the Syrian town of Dabiq from ISIL control , aided by strong support from our ally Turkey",1
